,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
3307,Stuart Binny,2.0,0,20,0,10.0,3,3,0,0,0,0,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat
3308,Amit Singh,4.0,0,45,0,11.25,2,6,0,1,0,0,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat
3309,Kevon Cooper,4.0,0,23,2,5.75,9,1,0,0,0,50,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat
3310,Brad Hogg,4.0,0,18,1,4.5,9,1,0,0,0,31,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat
3311,Siddharth Trivedi,4.0,0,30,0,7.5,3,1,1,0,0,0,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat
3312,Irfan Pathan,4.0,1,25,0,6.25,11,3,0,1,0,12,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3313,Shahbaz Nadeem,4.0,0,44,0,11.0,6,4,2,3,0,0,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3314,Morne Morkel,4.0,0,50,3,12.5,5,7,1,1,1,73,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3315,Umesh Yadav,4.0,0,29,0,7.25,14,1,3,0,0,0,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3316,Kevin Pietersen,2.0,0,21,0,10.5,2,1,1,3,0,0,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3317,Virender Sehwag,1.0,0,9,0,9.0,3,2,0,0,0,0,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3318,Yogesh Nagar,1.0,0,10,0,10.0,1,1,0,1,0,0,Delhi Capitals,Pune Warriors,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3319,Alfonso Thomas,4.0,0,22,3,5.5,13,3,0,0,0,79,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3320,Ashish Nehra,4.0,0,26,0,6.5,10,2,1,0,0,0,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3321,Murali Kartik,3.0,0,25,1,8.33,5,2,1,1,0,25,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3322,Angelo Mathews,2.0,0,32,0,16.0,1,1,3,1,0,-6,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3323,Rahul Sharma,2.0,0,20,0,10.0,3,2,1,0,0,0,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3324,Jesse Ryder,1.0,0,18,0,18.0,1,1,2,0,0,0,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3325,Sourav Ganguly,4.0,0,27,2,6.75,6,1,1,0,0,50,Pune Warriors,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
3326,Praveen Kumar,4.0,1,36,2,9.0,11,3,2,0,0,62,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3327,Bhargav Bhatt,3.0,0,33,0,11.0,4,3,2,0,0,0,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3328,Parvinder Awana,4.0,0,23,2,5.75,11,2,0,4,0,50,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3329,Azhar Mahmood,4.0,0,39,0,9.75,5,6,0,1,0,0,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3330,Piyush Chawla,4.0,0,19,0,4.75,8,0,0,0,0,6,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3331,David Hussey,1.0,0,12,0,12.0,0,2,0,0,0,0,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3332,Munaf Patel,4.0,0,41,0,10.25,6,5,1,0,0,0,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3333,RP Singh,3.0,0,28,0,9.33,6,3,1,0,0,0,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3334,Pragyan Ojha,3.0,0,28,2,9.33,4,1,1,3,0,50,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3335,Kieron Pollard,4.0,0,14,2,3.5,14,1,0,0,0,56,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3336,Harbhajan Singh,4.0,0,34,0,8.5,5,4,0,1,0,0,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3337,Thisara Perera,1.3,0,19,0,12.67,0,1,1,0,0,0,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
3338,Yusuf Pathan,2.0,0,19,0,9.5,1,1,1,0,0,0,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3339,Brett Lee,4.0,0,15,1,3.75,15,2,0,0,0,31,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3340,Sunil Narine,4.0,0,26,2,6.5,11,2,1,0,0,50,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3341,Lakshmipathy Balaji,4.0,0,22,2,5.5,8,1,0,0,0,50,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3342,Jacques Kallis,2.0,0,16,0,8.0,3,2,0,0,0,0,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3343,Rajat Bhatia,4.0,0,26,1,6.5,5,1,0,0,1,25,Kolkata Knight Riders,Deccan Chargers,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3344,Dale Steyn,4.0,0,24,2,6.0,14,4,0,1,0,50,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3345,Ankit Sharma,4.0,0,19,1,4.75,11,0,1,0,0,31,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3346,Veer Pratap Singh,4.0,0,35,0,8.75,8,5,0,1,0,0,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3347,Amit Mishra,4.0,0,27,1,6.75,9,3,0,1,0,25,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3348,Cameron White,1.0,0,8,0,8.0,0,0,0,2,0,0,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3349,Anand Rajan,2.0,0,11,1,5.5,5,0,0,1,0,25,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3350,Jean-Paul Duminy,0.0,0,1,0,0.0,0,0,0,1,0,0,Deccan Chargers,Kolkata Knight Riders,"Barabati Stadium, Cuttack",Kolkata Knight Riders,field
3351,Ajit Chandila,4.0,0,29,0,7.25,9,1,2,0,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3352,Pankaj Singh,4.0,0,32,1,8.0,11,6,0,0,0,25,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3353,Kevon Cooper,4.0,1,35,0,8.75,10,4,1,2,0,12,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3354,Siddharth Trivedi,4.0,0,44,0,11.0,9,3,3,0,1,0,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3355,Brad Hogg,4.0,0,39,2,9.75,8,3,0,1,1,50,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3356,Zaheer Khan,4.0,0,30,1,7.5,9,4,0,2,0,25,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3357,Vinay Kumar,4.0,0,37,0,9.25,7,5,0,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3358,Daniel Vettori,4.0,0,20,0,5.0,11,1,0,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3359,KP Appanna,4.0,0,19,4,4.75,14,2,0,1,0,114,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3360,Harshal Patel,4.0,0,32,2,8.0,10,3,1,1,0,50,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
3361,Irfan Pathan,4.0,0,23,1,5.75,13,1,1,0,0,25,Delhi Capitals,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3362,Morne Morkel,4.0,0,34,1,8.5,7,3,1,0,0,25,Delhi Capitals,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3363,Umesh Yadav,4.0,0,40,0,10.0,6,5,1,0,0,0,Delhi Capitals,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3364,Pawan Negi,4.0,0,22,0,5.5,8,2,0,0,0,0,Delhi Capitals,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3365,Shahbaz Nadeem,4.0,0,22,0,5.5,8,2,0,0,0,0,Delhi Capitals,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3366,Alfonso Thomas,2.0,0,14,0,7.0,6,2,0,1,0,0,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3367,Ashish Nehra,3.0,0,34,0,11.33,5,5,1,0,0,0,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3368,Luke Wright,2.0,0,24,0,12.0,2,1,2,0,0,-6,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3369,Sourav Ganguly,1.0,0,12,0,12.0,1,2,0,0,0,0,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3370,Murali Kartik,4.0,0,26,0,6.5,6,2,0,1,0,0,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3371,Rahul Sharma,4.0,0,33,1,8.25,7,2,2,0,0,25,Pune Warriors,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,bat
3372,Robin Peterson,1.0,0,3,0,3.0,3,0,0,0,0,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3373,RP Singh,4.0,0,27,1,6.75,11,4,0,1,0,25,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3374,Clint McKay,4.0,0,36,1,9.0,9,5,1,0,0,25,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3375,Munaf Patel,4.0,1,41,0,10.25,10,1,4,0,1,12,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3376,Harbhajan Singh,3.0,0,29,0,9.67,2,0,1,3,0,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3377,Kieron Pollard,3.0,0,27,0,9.0,5,2,1,0,0,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3378,James Franklin,1.0,0,5,1,5.0,3,0,0,1,0,25,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3379,Praveen Kumar,4.0,0,25,0,6.25,8,2,0,1,0,0,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3380,Bhargav Bhatt,4.0,0,34,0,8.5,5,4,0,0,1,0,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3381,Parvinder Awana,4.0,0,39,3,9.75,9,3,2,1,0,79,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3382,Piyush Chawla,4.0,0,46,1,11.5,7,2,4,1,0,25,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3383,Azhar Mahmood,3.5,0,23,2,6.0,9,2,0,0,0,50,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
3384,Ashish Nehra,4.0,0,29,0,7.25,5,3,0,0,0,0,Pune Warriors,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3385,Alfonso Thomas,4.0,0,27,0,6.75,9,3,0,0,0,0,Pune Warriors,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3386,Marlon Samuels,4.0,0,39,1,9.75,5,0,3,2,0,25,Pune Warriors,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3387,Bhuvneshwar Kumar,4.0,0,34,1,8.5,6,2,2,0,0,25,Pune Warriors,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3388,Rahul Sharma,4.0,0,39,1,9.75,9,3,3,0,0,25,Pune Warriors,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3389,Ankit Sharma,2.0,0,11,1,5.5,7,2,0,0,0,25,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3390,Jean-Paul Duminy,3.0,0,24,0,8.0,7,2,1,1,0,0,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3391,Manpreet Gony,4.0,0,27,1,6.75,12,1,2,1,0,25,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3392,Rusty Theron,4.0,0,37,2,9.25,9,1,3,2,1,50,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3393,Amit Mishra,3.0,0,25,0,8.33,6,2,1,1,0,0,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3394,Ashish Reddy,4.0,0,32,2,8.0,6,1,2,0,0,50,Deccan Chargers,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Deccan Chargers,bat
3395,Lasith Malinga,4.0,0,31,2,7.75,10,4,0,2,0,50,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3396,RP Singh,4.0,0,41,0,10.25,7,5,1,1,0,0,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3397,Rahul Shukla,3.0,0,31,0,10.33,6,4,1,1,0,0,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3398,Harbhajan Singh,4.0,0,42,0,10.5,7,4,2,0,0,0,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3399,Robin Peterson,4.0,0,37,3,9.25,11,3,3,0,0,79,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3400,Kieron Pollard,1.0,0,23,0,23.0,0,2,2,1,0,0,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3401,Irfan Pathan,4.0,0,46,2,11.5,8,6,2,1,0,50,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3402,Shahbaz Nadeem,4.0,0,35,2,8.75,8,1,3,0,0,50,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3403,Morne Morkel,4.0,0,21,1,5.25,10,2,0,1,0,25,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3404,Umesh Yadav,4.0,0,36,2,9.0,8,6,0,1,0,50,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3405,Ajit Agarkar,4.0,0,32,1,8.0,6,2,1,1,0,25,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field
3406,Nuwan Kulasekara,4.0,0,29,1,7.25,10,3,0,3,0,25,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3407,Albie Morkel,4.0,0,29,3,7.25,11,4,0,0,0,79,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3408,Ravichandran Ashwin,4.0,0,25,0,6.25,8,0,1,1,0,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3409,Shadab Jakati,2.0,0,22,0,11.0,4,3,1,0,0,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3410,Suresh Raina,1.0,0,8,0,8.0,1,1,0,0,0,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3411,Dwayne Bravo,4.0,0,28,2,7.0,8,3,0,1,0,50,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3412,Ravindra Jadeja,1.0,0,15,0,15.0,1,0,2,0,0,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3413,Praveen Kumar,4.0,0,40,1,10.0,8,2,3,1,0,25,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3414,Bhargav Bhatt,2.0,0,13,0,6.5,8,1,1,0,0,0,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3415,Bipul Sharma,1.0,0,11,0,11.0,3,1,1,0,0,0,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3416,Parvinder Awana,4.0,0,34,0,8.5,5,4,0,1,0,0,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3417,Azhar Mahmood,4.0,0,25,3,6.25,9,2,0,0,0,79,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3418,Piyush Chawla,4.0,0,20,2,5.0,11,1,0,1,0,50,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3419,David Hussey,1.0,0,3,1,3.0,3,0,0,0,0,25,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat
3420,Zaheer Khan,4.0,0,48,1,12.0,8,5,3,1,0,19,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3421,Daniel Vettori,4.0,0,29,1,7.25,12,4,1,0,0,25,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3422,KP Appanna,3.0,0,27,0,9.0,6,2,1,2,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3423,Vinay Kumar,4.0,0,31,2,7.75,10,3,1,1,0,50,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3424,Tillakaratne Dilshan,2.0,0,19,0,9.5,2,3,0,0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3425,Harshal Patel,3.0,0,35,0,11.67,3,1,3,0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3426,Yusuf Pathan,4.0,0,19,1,4.75,14,1,1,0,0,31,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3427,Brett Lee,4.0,0,34,0,8.5,8,4,1,1,0,0,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3428,Sunil Narine,4.0,0,11,1,2.75,13,0,0,0,0,31,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3429,Jacques Kallis,4.0,0,31,2,7.75,11,5,0,1,1,50,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3430,Rajat Bhatia,3.0,0,41,1,13.67,5,1,5,0,0,19,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3431,Laxmi Shukla,1.0,0,5,1,5.0,4,1,0,0,0,25,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
3432,Ankeet Chavan,4.0,0,31,1,7.75,8,4,0,1,0,25,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3433,Pankaj Singh,4.0,0,25,2,6.25,11,4,0,0,0,50,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3434,Amit Singh,4.0,0,41,2,10.25,7,4,2,1,0,50,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3435,Kevon Cooper,4.0,0,19,0,4.75,14,0,1,1,0,6,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3436,Brad Hogg,4.0,0,31,1,7.75,8,1,2,0,0,25,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3437,Irfan Pathan,4.0,0,27,1,6.75,10,3,0,2,0,25,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3438,Shahbaz Nadeem,4.0,0,30,0,7.5,5,3,0,0,0,0,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3439,Morne Morkel,4.0,0,26,1,6.5,11,4,0,0,0,25,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3440,Umesh Yadav,4.0,0,35,0,8.75,8,4,1,1,0,0,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3441,Ajit Agarkar,4.0,0,33,0,8.25,3,3,0,1,0,0,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
3442,Harbhajan Singh,4.0,0,13,2,3.25,16,1,0,0,0,56,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3443,RP Singh,3.0,0,20,1,6.67,9,1,1,0,0,25,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3444,Munaf Patel,4.0,0,23,1,5.75,13,3,0,1,0,25,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3445,Lasith Malinga,3.4,0,16,4,4.36,12,1,0,2,0,114,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3446,James Franklin,3.0,0,18,2,6.0,7,2,0,0,0,50,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3447,Robin Peterson,1.0,0,8,0,8.0,3,0,1,0,0,0,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3448,Dale Steyn,4.0,0,10,2,2.5,17,0,0,3,0,56,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3449,Veer Pratap Singh,4.0,0,28,1,7.0,12,2,1,1,0,25,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3450,Daniel Christian,3.0,0,14,0,4.67,10,1,0,2,0,6,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3451,Amit Mishra,4.0,0,29,0,7.25,7,2,0,1,0,0,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3452,Ashish Reddy,2.1,0,11,1,5.08,8,1,0,1,0,25,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3453,Jean-Paul Duminy,1.0,0,8,1,8.0,1,1,0,0,0,25,Deccan Chargers,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
3454,Iqbal Abdulla,3.0,0,18,0,6.0,9,1,1,0,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3455,Brett Lee,4.0,0,34,1,8.5,7,2,1,0,0,25,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3456,Yusuf Pathan,1.0,0,10,0,10.0,2,1,0,1,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3457,Sunil Narine,4.0,0,24,1,6.0,9,1,0,0,0,25,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3458,Jacques Kallis,4.0,0,21,2,5.25,10,2,0,1,0,50,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3459,Rajat Bhatia,3.0,0,22,0,7.33,3,1,0,1,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
3460,Laxmi Shukla,1.0,0,7,0,7.0,1,0,0,0,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
