,Player,Runs,Balls,4s,6s,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location,strike_rate
8720,Jaydev Unadkat,1,2,0,0,1,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",50.0
8721,Jaydev Unadkat,1,2,0,0,1,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",50.0
8722,Shreyas Gopal,1,1,0,0,1,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",100.0
8723,Shreyas Gopal,1,1,0,0,1,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",100.0
8724,Dhawal Kulkarni,5,3,1,0,6,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",166.67
8725,Dhawal Kulkarni,5,3,1,0,6,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",166.67
8726,Prithvi Shaw,24,16,5,0,29,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",150.0
8727,Shikhar Dhawan,51,47,7,0,58,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",108.51
8728,Shreyas Iyer,18,20,0,1,20,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",90.0
8729,Rishabh Pant,25,13,2,1,35,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",192.31
8730,Colin Ingram,2,2,0,0,2,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",100.0
8731,Keemo Paul,0,4,0,0,-2,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",0.0
8732,Axar Patel,9,9,1,0,10,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",100.0
8733,Rahul Tewatia,11,9,1,0,12,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",122.22
8734,Shane Watson,44,26,4,3,54,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",169.23
8735,Ambati Rayudu,5,5,1,0,6,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",100.0
8736,Suresh Raina,30,16,4,1,42,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",187.5
8737,Kedar Jadhav,27,34,2,0,29,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",79.41
8738,MS Dhoni,32,35,2,1,36,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",91.43
8739,Dwayne Bravo,4,3,1,0,5,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,"Arun Jaitley Stadium, Delhi",133.33
8740,Chris Lynn,10,10,2,0,12,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",100.0
8741,Sunil Narine,24,9,1,3,37,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",266.67
8742,Robin Uthappa,67,50,6,2,77,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",134.0
8743,Nitish Rana,63,34,2,7,85,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",185.29
8744,Andre Russell,48,17,3,5,67,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",282.35
8745,Dinesh Karthik,1,1,0,0,1,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",100.0
8746,KL Rahul,1,5,0,0,-5,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",20.0
8747,Chris Gayle,20,13,2,2,26,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",153.85
8748,Mayank Agarwal,58,34,6,1,72,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",170.59
8749,Sarfaraz Khan,13,13,2,0,15,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",100.0
8750,David Miller,59,40,5,3,70,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",147.5
8751,Mandeep Singh,33,15,4,1,45,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,"Eden Gardens, Kolkata",220.0
8752,Quinton de Kock,23,20,2,1,27,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",115.0
8753,Rohit Sharma,48,33,8,1,58,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",145.45
8754,Suryakumar Yadav,38,24,4,1,44,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",158.33
8755,Yuvraj Singh,23,12,0,3,35,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",191.67
8756,Kieron Pollard,5,6,0,0,5,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",83.33
8757,Krunal Pandya,1,2,0,0,1,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",50.0
8758,Hardik Pandya,32,14,2,3,46,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",228.57
8759,Mitchell McClenaghan,1,4,0,0,-5,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",25.0
8760,Mayank Markande,6,5,1,0,7,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",120.0
8761,Jasprit Bumrah,0,1,0,0,-2,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",0.0
8762,Parthiv Patel,31,22,4,1,37,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",140.91
8763,Moeen Ali,13,7,1,1,22,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",185.71
8764,Virat Kohli,46,32,6,0,52,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",143.75
8765,AB de Villiers,70,41,4,6,92,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",170.73
8766,Shimron Hetmyer,5,6,0,0,5,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",83.33
8767,Colin de Grandhomme,2,7,0,0,-4,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",28.57
8768,Shivam Dube,9,5,0,1,17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,"M.Chinnaswamy Stadium, Bengaluru",180.0
8769,Ajinkya Rahane,70,49,4,3,80,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",142.86
8770,Ajinkya Rahane,70,49,4,3,80,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",142.86
8771,Jos Buttler,5,8,1,0,6,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",62.5
8772,Jos Buttler,5,8,1,0,6,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",62.5
8773,Sanju Samson,102,55,10,4,142,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",185.45
8774,Sanju Samson,102,55,10,4,142,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",185.45
8775,Ben Stokes,16,9,3,0,25,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",177.78
8776,Ben Stokes,16,9,3,0,25,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",177.78
8777,David Warner,69,37,9,2,88,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",186.49
8778,Jonny Bairstow,45,28,6,1,53,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",160.71
8779,Kane Williamson,14,10,2,0,16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",140.0
8780,Vijay Shankar,35,15,1,3,48,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",233.33
8781,Manish Pandey,1,4,0,0,-5,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",25.0
8782,Yusuf Pathan,16,12,0,1,18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",133.33
8783,Rashid Khan,15,8,1,1,24,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",187.5
8784,Rohit Sharma,32,18,5,0,43,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",177.78
8785,Quinton de Kock,60,39,6,2,70,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",153.85
8786,Suryakumar Yadav,11,6,2,0,19,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",183.33
8787,Yuvraj Singh,18,22,2,0,20,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",81.82
8788,Kieron Pollard,7,9,0,0,7,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",77.78
8789,Hardik Pandya,31,19,3,1,36,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",163.16
8790,Krunal Pandya,10,5,2,0,18,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",200.0
8791,Mitchell McClenaghan,0,2,0,0,-2,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.0
8792,Mayank Markande,0,0,0,0,-2,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",
8793,KL Rahul,71,57,6,1,79,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",124.56
8794,Chris Gayle,40,24,3,4,51,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",166.67
8795,Mayank Agarwal,43,21,4,2,57,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",204.76
8796,David Miller,15,10,2,0,17,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",150.0
8797,Nikhil Naik,7,16,1,0,2,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",43.75
8798,Chris Lynn,20,18,3,0,23,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",111.11
8799,Robin Uthappa,11,6,2,0,19,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",183.33
8800,Nitish Rana,1,2,0,0,1,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",50.0
8801,Dinesh Karthik,50,36,5,2,59,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",138.89
8802,Shubman Gill,4,5,0,0,4,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",80.0
8803,Andre Russell,62,28,4,6,84,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",221.43
8804,Piyush Chawla,12,5,1,1,21,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",240.0
8805,Kuldeep Yadav,10,5,1,0,17,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",200.0
8806,Prithvi Shaw,99,55,12,3,123,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",180.0
8807,Shikhar Dhawan,16,8,2,1,26,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",200.0
8808,Shreyas Iyer,43,32,4,2,51,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",134.38
8809,Rishabh Pant,11,15,1,0,12,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",73.33
8810,Colin Ingram,10,7,1,0,11,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",142.86
8811,Hanuma Vihari,2,3,0,0,2,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",66.67
8812,Harshal Patel,0,0,0,0,-2,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",
8813,Jonny Bairstow,114,56,12,7,162,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",203.57
8814,David Warner,100,55,5,5,137,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",181.82
8815,Vijay Shankar,9,3,0,1,17,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",300.0
8816,Yusuf Pathan,6,6,0,0,6,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
8817,Parthiv Patel,11,8,2,0,13,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137.5
8818,Shimron Hetmyer,9,9,0,1,11,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
8819,Virat Kohli,3,10,0,0,-3,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",30.0
8820,AB de Villiers,1,2,0,0,1,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
8821,Moeen Ali,2,8,0,0,-4,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",25.0
8822,Shivam Dube,5,7,1,0,6,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",71.43
8823,Colin de Grandhomme,37,32,3,2,44,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",115.62
8824,Prayas Ray Barman,19,24,2,0,21,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",79.17
8825,Umesh Yadav,14,9,1,1,17,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",155.56
8826,Mohammed Siraj,3,8,0,0,-3,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",37.5
8827,Yuzvendra Chahal,1,3,0,0,-5,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",33.33
8828,Ambati Rayudu,1,8,0,0,-5,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",12.5
8829,Shane Watson,13,13,1,1,16,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",100.0
8830,Suresh Raina,36,32,4,1,42,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",112.5
8831,Kedar Jadhav,8,3,2,0,16,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",266.67
8832,MS Dhoni,75,46,4,4,87,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",163.04
8833,Dwayne Bravo,27,16,3,1,32,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",168.75
8834,Ravindra Jadeja,8,3,0,1,16,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",266.67
8835,Ajinkya Rahane,0,2,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
8836,Ajinkya Rahane,0,2,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
8837,Jos Buttler,6,7,1,0,7,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",85.71
8838,Jos Buttler,6,7,1,0,7,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",85.71
8839,Sanju Samson,8,10,1,0,9,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",80.0
8840,Sanju Samson,8,10,1,0,9,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",80.0
8841,Rahul Tripathi,39,24,5,1,46,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",162.5
8842,Rahul Tripathi,39,24,5,1,46,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",162.5
8843,Steven Smith,28,30,2,0,30,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",93.33
8844,Steven Smith,28,30,2,0,30,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",93.33
8845,Ben Stokes,46,26,1,3,59,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",176.92
8846,Ben Stokes,46,26,1,3,59,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",176.92
8847,Krishnappa Gowtham,9,8,0,1,11,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",112.5
8848,Krishnappa Gowtham,9,8,0,1,11,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",112.5
8849,Jofra Archer,24,11,1,2,35,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",218.18
8850,Jofra Archer,24,11,1,2,35,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",218.18
8851,Shreyas Gopal,0,3,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
8852,Shreyas Gopal,0,3,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
8853,Jaydev Unadkat,0,0,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",
8854,Jaydev Unadkat,0,0,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",
8855,KL Rahul,15,11,2,1,19,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",136.36
8856,Sam Curran,20,10,3,1,31,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",200.0
8857,Mayank Agarwal,6,9,0,0,6,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",66.67
8858,Sarfaraz Khan,39,29,6,0,45,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",134.48
8859,David Miller,43,30,4,2,51,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",143.33
8860,Mandeep Singh,29,21,2,1,33,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",138.1
8861,Hardus Viljoen,1,3,0,0,-5,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",33.33
8862,Ravichandran Ashwin,3,4,0,0,3,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",75.0
8863,Murugan Ashwin,1,2,0,0,1,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",50.0
8864,Mohammed Shami,0,1,0,0,-2,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.0
8865,Mujeeb Ur Rahman,0,0,0,0,-2,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",
8866,Prithvi Shaw,0,1,0,0,-2,Delhi Capitals,Punjab Kings,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.0
